"revision","rustdoc_item_id","public_path","kind","classification","harness_route","evidence_state"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","6224","aarch64_vmsa::low_level::raw","module","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","6223","aarch64_vmsa::low_level::raw","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4417","aarch64_vmsa::mapper","module","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4358","aarch64_vmsa::mapper","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4359","aarch64_vmsa::mapper","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4360","aarch64_vmsa::mapper","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4361","aarch64_vmsa::mapper","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4362","aarch64_vmsa::mapper","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4363","aarch64_vmsa::mapper","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4364","aarch64_vmsa::mapper","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4365","aarch64_vmsa::mapper","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4366","aarch64_vmsa::mapper","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4367","aarch64_vmsa::mapper","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4368","aarch64_vmsa::mapper","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4369","aarch64_vmsa::mapper","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4370","aarch64_vmsa::mapper","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4371","aarch64_vmsa::mapper","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4372","aarch64_vmsa::mapper","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4373","aarch64_vmsa::mapper","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4374","aarch64_vmsa::mapper","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4375","aarch64_vmsa::mapper","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4376","aarch64_vmsa::mapper","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4203","aarch64_vmsa::mapper::Mapper","struct","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4392","aarch64_vmsa::mapper::Mapper::access","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4393","aarch64_vmsa::mapper::Mapper::access_mut","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4394","aarch64_vmsa::mapper::Mapper::frames","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4395","aarch64_vmsa::mapper::Mapper::frames_mut","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4384","aarch64_vmsa::mapper::Mapper::into_parts","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4389","aarch64_vmsa::mapper::Mapper::into_parts","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4387","aarch64_vmsa::mapper::Mapper::invalidation","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4388","aarch64_vmsa::mapper::Mapper::invalidation_mut","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4397","aarch64_vmsa::mapper::Mapper::map_leaf","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4398","aarch64_vmsa::mapper::Mapper::map_leaf_with_plan","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4399","aarch64_vmsa::mapper::Mapper::map_range","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4386","aarch64_vmsa::mapper::Mapper::new_live","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4382","aarch64_vmsa::mapper::Mapper::new_offline","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4391","aarch64_vmsa::mapper::Mapper::root","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4396","aarch64_vmsa::mapper::Mapper::translate","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4400","aarch64_vmsa::mapper::Mapper::unmap","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4401","aarch64_vmsa::mapper::Mapper::unmap_reclaim","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","3669","aarch64_vmsa::mapper::error::MapperError","enum","isolated-malformed-input","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","3983","aarch64_vmsa::mapper::invalidation::Live","struct","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","3984","aarch64_vmsa::mapper::invalidation::Live::invalidation","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","3985","aarch64_vmsa::mapper::invalidation::Live::invalidation_mut","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","3953","aarch64_vmsa::mapper::invalidation::MapperInvalidation","trait","type-only","typed catalog bounds and compile-time regime/format selection","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","3955","aarch64_vmsa::mapper::invalidation::Offline","struct","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","3942","aarch64_vmsa::mapper::invalidation::private::Sealed","trait","type-only","typed catalog bounds and compile-time regime/format selection","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4085","aarch64_vmsa::mapper::plan::BoundedSklTablePlan","struct","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4118","aarch64_vmsa::mapper::plan::BoundedSklTablePlan::new","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4088","aarch64_vmsa::mapper::plan::MaxSklTablePlan","struct","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4145","aarch64_vmsa::mapper::plan::MaxSklTablePlan::new","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4082","aarch64_vmsa::mapper::plan::StepByOneTablePlan","struct","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4090","aarch64_vmsa::mapper::plan::StepByOneTablePlan::new","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4048","aarch64_vmsa::mapper::plan::TablePlan","struct","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4050","aarch64_vmsa::mapper::plan::TablePlan::child_shape","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4051","aarch64_vmsa::mapper::plan::TablePlan::into_fields","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4049","aarch64_vmsa::mapper::plan::TablePlan::new","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4015","aarch64_vmsa::mapper::plan::TablePlanContext","struct","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4020","aarch64_vmsa::mapper::plan::TablePlanContext::input","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4016","aarch64_vmsa::mapper::plan::TablePlanContext::new","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4018","aarch64_vmsa::mapper::plan::TablePlanContext::parent","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4019","aarch64_vmsa::mapper::plan::TablePlanContext::target_leaf","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4079","aarch64_vmsa::mapper::plan::TablePlanProvider","trait","type-only","typed catalog bounds and compile-time regime/format selection","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4177","aarch64_vmsa::mapper::semantic::SemanticMapperError","enum","isolated-malformed-input","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4210","aarch64_vmsa::mapper::semantic::decode_semantic_leaf","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4211","aarch64_vmsa::mapper::semantic::decode_semantic_table","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4202","aarch64_vmsa::mapper::semantic::map_semantic_leaf","function","direct-fvp-execution","TestMapper::map_semantic_leaf and LiveTranslation::map_semantic_for; exact negative error, offline encode, installed encode, hardware-visible inspection, decode, restoration, and following-test isolation in attributes.semantic-live / output/runs/ns-el2-00001784003647093939-9952","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4204","aarch64_vmsa::mapper::types::MapLeafOutcome","struct","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4221","aarch64_vmsa::mapper::types::MapLeafOutcome::covered_size","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4219","aarch64_vmsa::mapper::types::MapLeafOutcome::kind","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4218","aarch64_vmsa::mapper::types::MapLeafOutcome::level","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4217","aarch64_vmsa::mapper::types::MapLeafOutcome::tables_allocated","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4250","aarch64_vmsa::mapper::types::MapRangeOutcome","struct","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4252","aarch64_vmsa::mapper::types::MapRangeOutcome::bytes_mapped","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4251","aarch64_vmsa::mapper::types::MapRangeOutcome::mappings_created","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4253","aarch64_vmsa::mapper::types::MapRangeOutcome::tables_allocated","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4282","aarch64_vmsa::mapper::types::Mapping","struct","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4334","aarch64_vmsa::mapper::types::Mapping::covered_input_base","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4335","aarch64_vmsa::mapper::types::Mapping::covered_size","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4337","aarch64_vmsa::mapper::types::Mapping::entry_index","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4340","aarch64_vmsa::mapper::types::Mapping::fields","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4331","aarch64_vmsa::mapper::types::Mapping::input","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4339","aarch64_vmsa::mapper::types::Mapping::kind","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4336","aarch64_vmsa::mapper::types::Mapping::level","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4332","aarch64_vmsa::mapper::types::Mapping::output","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4333","aarch64_vmsa::mapper::types::Mapping::output_base","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4338","aarch64_vmsa::mapper::types::Mapping::raw","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4280","aarch64_vmsa::mapper::types::UnmapOutcome","struct","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4281","aarch64_vmsa::mapper::types::UnmapOutcome::old","function","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4302","aarch64_vmsa::mapper::types::UnmapReclaimOutcome","struct","direct-fvp-execution","source-reviewed TestMapper and LiveTranslation operations normalize mapper construction, map/range/remap/protect/unmap/reclaim/translation outcomes and own cleanup; catalog: mapper.plan-boundaries; mapper.live-range; recovery.allocation-failure; invalidation.translation-cycle","evidence-complete"
